Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes
Crispy Tofu Cutlet with Cabbage Slaw,https://justinesnacks.com/crispy-tofu-cutlet-with-cabbage-slaw/,Justine Snacks,85,Entree,Asian,5.0 (2 ratings),Vegetarian
Chipotle Red Pepper Tofu,https://justinesnacks.com/chipotle-red-pepper-tofu/,Justine Snacks,85,Entree,American,5.0 (1 rating),Vegetarian
Oven-Baked Salmon Meal Prep,https://healthyfitnessmeals.com/oven-baked-salmon/,Healthy Fitness Meals,85,Entree,American,5.0 (5 ratings),Meal prep friendly
Sheet Pan Baked Chicken Breast with Veggies,https://healthyfitnessmeals.com/sheet-pan-chicken-recipe/,Healthy Fitness Meals,85,Entree,American,4.99 (58 ratings),Meal prep friendly
Salmon Florentine,https://healthyfitnessmeals.com/easy-salmon-florentine/,Healthy Fitness Meals,85,Entree,Italian,4.64 (30 ratings),"Butter, cream, spinach sauce"
Cilantro Lime Grilled Salmon,https://healthyfitnessmeals.com/grilled-salmon-recipe/,Healthy Fitness Meals,85,Entree,Latin/South American,5.0 (2 ratings),Low-carb
Creamy Salmon Pasta,https://healthyfitnessmeals.com/creamy-salmon-pasta/,Healthy Fitness Meals,85,Entree,Italian,5.0 (54 ratings),30-min
Creamy Salmon and Potato Skillet,https://healthyfitnessmeals.com/creamy-salmon-and-potato-skillet/,Healthy Fitness Meals,85,Entree,American,5.0 (3 ratings),One-pot
Bang Bang Salmon,https://healthyfitnessmeals.com/bang-bang-salmon/,Healthy Fitness Meals,85,Entree,Asian,5.0 (2 ratings),15-min
Pan Seared Southwestern Salmon,https://healthyfitnessmeals.com/pan-seared-salmon/,Healthy Fitness Meals,85,Entree,American,5.0 (3 ratings),Black bean corn salsa
Easy Teriyaki Shrimp,https://healthyfitnessmeals.com/easy-teriyaki-shrimp/,Healthy Fitness Meals,85,Entree,Asian,5.0 (1 rating),20-min
Cajun Shrimp and Sausage Skillet,https://healthyfitnessmeals.com/cajun-shrimp-sausage-skillet/,Healthy Fitness Meals,85,Entree,American,4.82 (11 ratings),"One-pan, 20-min"
Cajun Shrimp Pasta,https://healthyfitnessmeals.com/cajun-shrimp-pasta/,Healthy Fitness Meals,85,Entree,American,5.0 (5 ratings),
Ground Turkey Stir Fry,https://healthyfitnessmeals.com/ground-turkey-stir-fry/,Healthy Fitness Meals,85,Entree,Asian,5.0 (2 ratings),30-min
Teriyaki Chicken Stir Fry,https://healthyfitnessmeals.com/teriyaki-chicken-stir-fry/,Healthy Fitness Meals,85,Entree,Asian,4.94 (30 ratings),
Chicken Enchilada Casserole,https://justdeliciousfood.com/irresistible-chicken-enchilada-casserole-recipe-to-delight/,Just Delicious Food,85,Entree,Latin/South American,,"Shredded chicken, black beans"
Smothered Chicken,https://justdeliciousfood.com/irresistible-quality-smothered-chicken-recipe-for-comfort/,Just Delicious Food,85,Entree,American,,"Bone-in chicken thighs, savory sauce"
Chipotle Chicken,https://justdeliciousfood.com/irresistible-chipotle-chicken-recipe-for-flavor-lovers/,Just Delicious Food,85,Entree,American,,Adobo marinade
Easy Miso Lemon Salmon,https://www.acozykitchen.com/easy-broiled-miso-lemon-salmon,A Cozy Kitchen,97,Entree,Asian,5 (1 rating),
Grilled Salmon with Acorn Squash and Herbed Butter,https://www.acozykitchen.com/grilled-salmon,A Cozy Kitchen,97,Entree,American,5 (1 rating),
Steak Gyros,https://www.acozykitchen.com/grilled-grass-fed-steak-gyros,A Cozy Kitchen,97,Entree,Mediterranean,5 (2 ratings),
Cozy Beef Stew,https://www.acozykitchen.com/cozy-beef-autumnal-stew,A Cozy Kitchen,97,Entree,American,5 (8 ratings),
Steak Salad with Creamy Chimichurri Dressing,https://www.acozykitchen.com/steak-salad-with-creamy-chimichurri-dressing,A Cozy Kitchen,97,Entree,American,,
Beef Birria,https://www.acozykitchen.com/birria,A Cozy Kitchen,97,Entree,Mexican,4.84 (6 ratings),
Bang Bang Shrimp,https://www.acozykitchen.com/bang-bang-shrimp,A Cozy Kitchen,97,Entree,American,,
Ginger Shrimp Stir-Fry with Garlic Bok Choy,https://www.acozykitchen.com/green-onion-shrimp-stir-fry,A Cozy Kitchen,97,Entree,Asian,4.76 (29 ratings),
Panko Crusted Salmon with Creamy Dill Sauce,https://dishingouthealth.com/panko-crusted-salmon/,Dishing Out Health,95,Entree,American,5 (1 rating),
Honey-Chipotle Salmon Tacos,https://dishingouthealth.com/honey-chipotle-salmon-tacos/,Dishing Out Health,95,Entree,Mexican,5 (2 ratings),
Spinach Artichoke Salmon Skillet,https://dishingouthealth.com/spinach-artichoke-salmon-skillet/,Dishing Out Health,95,Entree,American,5 (11 ratings),
Salmon and Lentil Salad,https://dishingouthealth.com/salmon-and-lentil-salad/,Dishing Out Health,95,Entree,Mediterranean,5 (9 ratings),
Easy Chicken Sausage and Cabbage Skillet,https://dishingouthealth.com/sausage-and-cabbage-skillet/,Dishing Out Health,95,Entree,American,5 (2 ratings),
Chipotle Chicken Chopped Salad,https://dishingouthealth.com/chipotle-chicken-chopped-salad/,Dishing Out Health,95,Entree,Mexican,4.94 (15 ratings),
Hot Honey Mustard Chicken Bowls,https://dishingouthealth.com/hot-honey-mustard-chicken-bowls/,Dishing Out Health,95,Entree,American,5 (18 ratings),
Baked Salmon,https://themodernproper.com/baked-salmon,The Modern Proper,94,Entree,American,4.9 (75 ratings),
Blackened Salmon,https://themodernproper.com/blackened-salmon,The Modern Proper,94,Entree,American,4.6 (8 ratings),
Roasted Salmon with Spring Pesto,https://themodernproper.com/roasted-salmon-with-spring-pesto,The Modern Proper,94,Entree,American,5 (6 ratings),
Grilled Chicken,https://themodernproper.com/grilled-chicken,The Modern Proper,94,Entree,American,5 (3 ratings),
Chicken Caprese,https://themodernproper.com/chicken-caprese,The Modern Proper,94,Entree,Italian,5 (5 ratings),
Grilled Rib Eye Steak with Italian Salsa Verde,https://themodernproper.com/grilled-rib-eye-steak-with-italian-salsa-verde,The Modern Proper,94,Entree,Italian,5 (4 ratings),
Easy Steak Fajitas,https://themodernproper.com/easy-steak-fajitas,The Modern Proper,94,Entree,Mexican,5 (6 ratings),
Crispy Chicken Carnitas,https://themodernproper.com/crispy-chicken-carnitas,The Modern Proper,94,Entree,Mexican,5 (1 rating),
"Fajitas (Chicken, Steak or Shrimp)",https://tastesbetterfromscratch.com/fajitas/,Tastes Better From Scratch,94,Entree,Mexican,5 (38 ratings),
Slow Cooker Pork Chops,https://tastesbetterfromscratch.com/slow-cooker-creamy-ranch-pork-chops/,Tastes Better From Scratch,94,Entree,American,4.92 (125 ratings),
Baked Salmon with Dill,https://tastesbetterfromscratch.com/favorite-baked-salmon-with-dill/,Tastes Better From Scratch,94,Entree,American,4.98 (356 ratings),
Hibachi Chicken,https://tastesbetterfromscratch.com/hibachi-chicken/,Tastes Better From Scratch,94,Entree,Asian,4.97 (130 ratings),
Cedar Plank Salmon,https://tastesbetterfromscratch.com/cedar-plank-salmon/,Tastes Better From Scratch,94,Entree,American,5 (18 ratings),
Air Fryer Salmon Bites,https://tastesbetterfromscratch.com/air-fryer-salmon-bites/,Tastes Better From Scratch,94,Entree,American,5 (5 ratings),
Steak Kabobs,https://tastesbetterfromscratch.com/marinated-steak-kebabs/,Tastes Better From Scratch,94,Entree,American,4.88 (25 ratings),
Thai Basil Beef,https://tastesbetterfromscratch.com/thai-basil-beef-pad-gra-prow/,Tastes Better From Scratch,94,Entree,Asian,4.7 (184 ratings),
Thai Basil Chicken,https://tastesbetterfromscratch.com/thai-basil-chicken/,Tastes Better From Scratch,94,Entree,Asian,4.97 (29 ratings),
Cilantro Lime Baked Salmon,https://www.themediterraneandish.com/baked-salmon-recipe-garlic-cilantro-sauce/,The Mediterranean Dish,94,Entree,Mediterranean,4.98 (35 ratings),
Shrimp Lettuce Wraps,https://www.themediterraneandish.com/shrimp-lettuce-wraps/,The Mediterranean Dish,94,Entree,Mediterranean,5 (12 ratings),
Mediterranean-Style Shrimp Stew,https://www.themediterraneandish.com/baked-shrimp-stew-recipe/,The Mediterranean Dish,94,Entree,Mediterranean,4.9 (37 ratings),
Grilled Shrimp Foil Packets,https://www.themediterraneandish.com/shrimp-foil-packets/,The Mediterranean Dish,94,Entree,Mediterranean,3.8 (10 ratings),
Greek Salmon Salad,https://www.themediterraneandish.com/greek-style-salmon-salad/,The Mediterranean Dish,94,Entree,Mediterranean,4.98 (72 ratings),
Grilled Shrimp Kabobs Mediterranean-Style,https://www.themediterraneandish.com/mediterranean-garlic-shrimp-skewers/,The Mediterranean Dish,94,Entree,Mediterranean,4.81 (292 ratings),
Air Fryer Salmon,https://www.themediterraneandish.com/air-fryer-salmon/,The Mediterranean Dish,94,Entree,Mediterranean,5 (2 ratings),
Easy Mediterranean-Style Garlic Shrimp,https://www.themediterraneandish.com/easy-shrimp-recipe/,The Mediterranean Dish,94,Entree,Mediterranean,4.83 (223 ratings),
Cilantro Lime Grilled Salmon,https://www.paleorunningmomma.com/cilantro-lime-grilled-salmon-paleo-keto/,Paleo Running Momma,86,Entree,American,4.89 (9 ratings),"Paleo, Keto"
"Baked Salmon in Foil with Garlic, Rosemary and Thyme",https://www.paleorunningmomma.com/baked-salmon-in-foil-garlic-rosemary-thyme-whole30/,Paleo Running Momma,86,Entree,American,4.57 (206 ratings),"Whole30, Keto"
Tuscan Garlic Shrimp,https://www.paleorunningmomma.com/garlic-tuscan-shrimp-paleo-whole30/,Paleo Running Momma,86,Entree,Italian,4.76 (333 ratings),"Paleo, Whole30"
Paleo Beef Stir Fry with Veggies,https://www.paleorunningmomma.com/paleo-beef-stir-fry-with-veggies-whole30-keto/,Paleo Running Momma,86,Entree,Asian,4.74 (34 ratings),"Whole30, Keto"
Ground Beef Stir Fry,https://www.paleorunningmomma.com/ground-beef-stir-fry-paleo-whole30/,Paleo Running Momma,86,Entree,Asian,4.66 (87 ratings),"Paleo, Whole30"
Paleo Beef and Broccoli Stir Fry,https://www.paleorunningmomma.com/beef-broccoli-stir-fry-whole30-paleo/,Paleo Running Momma,86,Entree,Asian,4.63 (96 ratings),"Whole30, Keto"
Creamy Tuscan Chicken,https://www.paleorunningmomma.com/creamy-tuscan-chicken-paleo-whole30-keto/,Paleo Running Momma,86,Entree,Italian,4.58 (1199 ratings),"Paleo, Whole30, Keto"
Smothered Chicken with Gravy and Herbs,https://www.paleorunningmomma.com/smothered-chicken-with-gravy-and-herbs-paleo-whole30/,Paleo Running Momma,86,Entree,American,4.71 (57 ratings),"Paleo, Whole30"
Creamy Garlic Herb Chicken,https://www.paleorunningmomma.com/garlic-herb-chicken-paleo-whole30-keto/,Paleo Running Momma,86,Entree,American,4.76 (58 ratings),"Paleo, Whole30, Keto"
Dijon Baked Salmon,https://downshiftology.com/recipes/dijon-baked-salmon/,Downshiftology,86,Entree,American,4.84 (182 ratings),
Best Baked Salmon,https://downshiftology.com/recipes/best-baked-salmon/,Downshiftology,86,Entree,American,4.97 (155 ratings),
Classic Shrimp Scampi,https://downshiftology.com/recipes/shrimp-scampi/,Downshiftology,86,Entree,Italian,4.94 (48 ratings),
Easy Chicken Stir Fry,https://downshiftology.com/recipes/chicken-stir-fry/,Downshiftology,86,Entree,Asian,4.94 (164 ratings),
Mediterranean Ground Beef Stir Fry,https://downshiftology.com/recipes/mediterranean-ground-beef-stir-fry/,Downshiftology,86,Entree,Mediterranean,4.92 (240 ratings),
Perfectly Grilled Chicken,https://downshiftology.com/recipes/grilled-chicken/,Downshiftology,86,Entree,American,5 (9 ratings),
BBQ Chicken,https://downshiftology.com/recipes/bbq-chicken/,Downshiftology,86,Entree,American,4.93 (13 ratings),
Classic Beef Stew,https://downshiftology.com/recipes/beef-stew/,Downshiftology,86,Entree,American,4.99 (141 ratings),
Lemon Garlic Salmon Tray Bake,https://www.recipetineats.com/lemon-garlic-salmon-tray-bake-easy-healthy/,RecipeTin Eats,88,Entree,American,4.93 (82 ratings),
Honey Garlic Salmon,https://www.recipetineats.com/honey-garlic-salmon-5-ingredients-15-minutes/,RecipeTin Eats,88,Entree,Asian,4.97 (155 ratings),
Asian Chilli Garlic Prawns,https://www.recipetineats.com/asian-chilli-garlic-prawns-shrimp/,RecipeTin Eats,88,Entree,Asian,4.94 (164 ratings),
Crunchy Baked Shrimp in Garlic Butter Sauce,https://www.recipetineats.com/baked-shrimp-prawns/,RecipeTin Eats,88,Entree,American,4.99 (69 ratings),
Chicken au Poivre (Creamy Peppercorn Sauce),https://www.recipetineats.com/french-chicken-au-poivre-sauce/,RecipeTin Eats,88,Entree,French,4.97 (57 ratings),
How to Cook Steak,https://www.recipetineats.com/how-to-cook-steak/,RecipeTin Eats,88,Entree,American,5 (72 ratings),
Chicken Breast in Creamy Mushroom Sauce,https://www.recipetineats.com/chicken-breast-in-creamy-mushroom-sauce/,RecipeTin Eats,88,Entree,American,4.98 (213 ratings),
Pan-Seared Chicken Breast,https://www.recipetineats.com/chicken-breast-recipe/,RecipeTin Eats,88,Entree,American,5 (60 ratings),
Asian Grilled Shrimp,https://www.recipetineats.com/asian-grilled-shrimp-prawns-bbq-or-stove/,RecipeTin Eats,88,Entree,Asian,5 (9 ratings),
Crab Stuffed Salmon,https://somuchfoodblog.com/crab-stuffed-salmon/,So Much Food Blog,95,Entree,American,5 (1 rating),
Shrimp Tacos with Slaw,https://somuchfoodblog.com/shrimp-tacos-with-slaw/,So Much Food Blog,95,Entree,Mexican,5 (3 ratings),
Steak and Caramelized Onion Salad,https://somuchfoodblog.com/steak-and-caramelized-onion-salad/,So Much Food Blog,95,Entree,American,5 (7 ratings),
20-Minute Fried Chicken Tenders,https://somuchfoodblog.com/crispy-fried-chicken-tenders/,So Much Food Blog,95,Entree,American,5 (6 ratings),
Salsa Verde Shrimp Burrito Bowls,https://somuchfoodblog.com/shrimp-burrito-bowls/,So Much Food Blog,95,Entree,Mexican,5 (1 rating),
Homemade Hibachi Bowls,https://somuchfoodblog.com/easy-hibachi-bowls/,So Much Food Blog,95,Entree,Asian,5 (1 rating),
Spicy Salmon Sushi Bowls,https://somuchfoodblog.com/spicy-salmon-sushi-bowls/,So Much Food Blog,95,Entree,Asian,5 (7 ratings),
Honey Mustard Salmon in Foil,https://www.gimmesomeoven.com/honey-mustard-salmon-in-foil/,Gimme Some Oven,92,Entree,American,4.8 (77 ratings),
Easy Baked Shrimp,https://www.gimmesomeoven.com/baked-shrimp/,Gimme Some Oven,92,Entree,American,5 (21 ratings),
Easy Peruvian Shrimp,https://www.gimmesomeoven.com/easy-peruvian-shrimp/,Gimme Some Oven,92,Entree,American,4.6 (9 ratings),
Cilantro Lime Baked Shrimp,https://www.gimmesomeoven.com/cilantro-lime-baked-shrimp-recipe/,Gimme Some Oven,92,Entree,Mexican,5 (2 ratings),
Quick and Easy Stir-Fry,https://www.gimmesomeoven.com/quick-and-easy-stir-fry/,Gimme Some Oven,92,Entree,Asian,5 (2 ratings),
Sizzlin' Spicy Szechuan Stir-Fry,https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry/,Gimme Some Oven,92,Entree,Asian,5 (21 ratings),
Hummus-Crusted Chicken,https://www.gimmesomeoven.com/hummus-crusted-chicken/,Gimme Some Oven,92,Entree,Mediterranean,5 (40 ratings),
Restaurant-Style Pan Seared Salmon,https://www.onceuponachef.com/recipes/restaurant-style-pan-seared-salmon.html,Once Upon a Chef,89,Entree,American,4.88 (305 ratings),
Slow-Roasted Salmon with French Herb Salsa,https://www.onceuponachef.com/recipes/slow-roasted-salmon-with-french-herb-salsa.html,Once Upon a Chef,89,Entree,French,5 (144 ratings),
Pan-Seared Salmon with Soy Mustard Glaze,https://www.onceuponachef.com/recipes/pan-seared-salmon-with-soy-mustard-glaze.html,Once Upon a Chef,89,Entree,Asian,4.97 (38 ratings),
Shrimp Saganaki (Greek Shrimp with Tomatoes and Feta),https://www.onceuponachef.com/recipes/greek-shrimp-tomatoes-feta.html,Once Upon a Chef,89,Entree,Mediterranean,4.9 (401 ratings),
Easy Beef and Broccoli,https://www.onceuponachef.com/recipes/beef-and-broccoli.html,Once Upon a Chef,89,Entree,Asian,4.77 (186 ratings),
Coq au Vin,https://www.onceuponachef.com/recipes/coq-au-vin.html,Once Upon a Chef,89,Entree,French,4.93 (309 ratings),
Chicken Marsala,https://www.onceuponachef.com/recipes/chicken-marsala.html,Once Upon a Chef,89,Entree,Italian,4.92 (1554 ratings),
Shrimp Fajitas,https://www.skinnytaste.com/shrimp-fajitas/,Skinnytaste,88,Entree,Mexican,5 (13 ratings),
Grilled Chicken Caprese Salad,https://www.skinnytaste.com/grilled-chicken-caprese/,Skinnytaste,88,Entree,Italian,4.8 (5 ratings),
Garlic Shrimp,https://www.skinnytaste.com/garlic-shrimp/,Skinnytaste,88,Entree,American,4.92 (36 ratings),
Air Fryer Cajun Shrimp Dinner,https://www.skinnytaste.com/air-fryer-cajun-shrimp-dinner/,Skinnytaste,88,Entree,American,4.93 (153 ratings),
Mediterranean Salmon Sheet Pan Dinner,https://www.skinnytaste.com/mediterranean-salmon-sheet-pan-dinner/,Skinnytaste,88,Entree,Mediterranean,4.89 (9 ratings),
Parmesan-Herb Baked Salmon,https://www.skinnytaste.com/parmesan-herb-baked-salmon/,Skinnytaste,88,Entree,American,4.87 (44 ratings),
Bacon-Wrapped Air Fryer Chicken Breast,https://www.skinnytaste.com/bacon-wrapped-air-fryer-chicken-breast/,Skinnytaste,88,Entree,American,4.66 (20 ratings),
Pan Seared Salmon in Garlic Mascarpone Sauce,https://www.servingdumplings.com/recipe/pan-seared-salmon-in-garlic-mascarpone-sauce/,Serving Dumplings,87,Entree,Italian,4.7 (63 ratings),
Shrimp with Garlic Sauteed Mushrooms,https://www.servingdumplings.com/recipe/shrimp-with-garlic-sauteed-mushrooms/,Serving Dumplings,87,Entree,Italian,4.65 (39 ratings),
Honey Orange Salmon,https://www.servingdumplings.com/recipe/honey-orange-salmon/,Serving Dumplings,87,Entree,American,,
Cajun Honey Butter Salmon,https://www.servingdumplings.com/recipe/cajun-honey-garlic-butter-salmon/,Serving Dumplings,87,Entree,American,5 (6 ratings),
Salmon in Creamy Red Pesto Sauce,https://www.servingdumplings.com/recipe/salmon-in-creamy-red-pesto-sauce/,Serving Dumplings,87,Entree,Italian,4.8 (20 ratings),
20-Minute Chimichurri Shrimp,https://www.servingdumplings.com/recipe/chimichurri-shrimp/,Serving Dumplings,87,Entree,American,4.66 (26 ratings),
Mussels and Shrimp in Garlic Tomato Sauce,https://www.servingdumplings.com/recipe/mussels-and-shrimp-in-garlic-tomato-sauce/,Serving Dumplings,87,Entree,Mediterranean,4.92 (12 ratings),
Garlic Shrimp Stir-Fry,https://thedefineddish.com/garlic-shrimp-stir-fry/,The Defined Dish,86,Entree,Asian,5 (14 ratings),
Perfect Pan-Roasted Salmon,https://thedefineddish.com/perfect-pan-roasted-salmon/,The Defined Dish,86,Entree,American,,
Panko-Crusted Baked Salmon,https://thedefineddish.com/panko-crusted-baked-salmon/,The Defined Dish,86,Entree,American,5 (3 ratings),
Whole30 Peppered Steak Stir-Fry,https://thedefineddish.com/whole30-peppered-steak/,The Defined Dish,86,Entree,Asian,5 (6 ratings),Whole30
Steak with Italian Salsa Verde and Veggies,https://thedefineddish.com/steak-with-italian-salsa-verde-and-veggies/,The Defined Dish,86,Entree,Italian,5 (12 ratings),
Whole30 Mongolian Beef Stir Fry,https://thedefineddish.com/whole30-mongolian-beef-stir-fry/,The Defined Dish,86,Entree,Asian,4.88 (8 ratings),Whole30
Sichuan Beef Stir Fry,https://thedefineddish.com/sichuan-beef-stir-fry/,The Defined Dish,86,Entree,Asian,,
Whole30 Chang's Spicy Chicken,https://thedefineddish.com/whole30-changs-spicy-chicken/,The Defined Dish,86,Entree,Asian,5 (21 ratings),Whole30
Bang Bang Shrimp,https://www.thecookierookie.com/bang-bang-shrimp/,The Cookie Rookie,86,Entree,American,4.42 (77 ratings),
Ground Chicken Lettuce Wraps,https://www.thecookierookie.com/chicken-lettuce-wraps-recipe/,The Cookie Rookie,86,Entree,Asian,4.76 (29 ratings),
