Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes,V,V Mod,V Mod Notes,Vg,Vg Mod,Vg Mod Notes,GF,GF Mod,GF Mod Notes,DF,DF Mod,DF Mod Notes,LH,LH Mod,LH Mod Notes,LF,LF Mod,LF Mod Notes,AIP,AIP Mod,AIP Mod Notes,K,K Mod,K Mod Notes,Protein,Entree Type
Chicken Kurma (South Indian),https://www.indianhealthyrecipes.com/chicken-kurma-recipe-chicken-curry/,Swasthi's Recipes,70.0,Entree,Indian,4.99 (61 ratings),Coconut + whole spices; South Indian traditional home recipe,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Paleo Carne Asada Bowl,https://foodbymars.com/paleo-carne-asada-bowl/,Food By Mars,88.0,Entree,Latin/South American,4.21 (88 ratings),"Whole30, AIP-friendly",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,1,0,,0,0,,Beef,Bowl
Baked Chicken Tenders with Peachy Dipping Sauce,https://foodbymars.com/baked-chicken-tenders-paleo-aip-nut-free-egg-free-dairy-free/,Food By Mars,88.0,Entree,American,3.92 (25 ratings),"Paleo, AIP, nut-free, egg-free, dairy-free",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,1,0,,0,0,,Chicken,Roasted/Baked
One Pan Chicken and Veggies with Bacon,https://foodbymars.com/one-pan-chicken-and-veggies-with-bacon-whole30-paleo-aip/,Food By Mars,88.0,Entree,American,4.19 (54 ratings),"Whole30, Paleo, AIP-friendly",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,1,0,,0,0,,Chicken,One-Pan
AIP Salmon Cakes,https://foodbymars.com/simple-salmon-cakes-aip-paleo-low-fodmap/,Food By Mars,88.0,Entree,American,4.09 (134 ratings),"AIP, Paleo, egg-free, Low FODMAP; allium-free potential",0,0,,0,0,,1,0,,1,0,,0,0,,1,0,,1,0,,0,0,,Salmon,Entree
Spicy Chicken Pasta,https://www.mob.co.uk/recipes/spicy-chicken-pasta,Mob,88.0,Entree,Italian,4.4 (15 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Hot Chicken Katsu Curry,https://www.mob.co.uk/recipes/hot-chicken-katsu-curry,Mob,88.0,Entree,Asian,4.6 (59 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Chicken Tikka Masala,https://www.mob.co.uk/recipes/quick-chicken-tikka-masala,Mob,88.0,Entree,Indian,4.4 (26 ratings),Quick version,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Tuscan Chicken,https://www.mob.co.uk/recipes/tuscan-chicken-recipe,Mob,88.0,Entree,Italian,4.8 (25 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Salmon Pasta,https://www.mob.co.uk/recipes/salmon-pasta-recipe,Mob,88.0,Entree,Italian,4.5 (25 ratings),"Creamy, light spring-summer prep",,,,,,,1,,,,1,omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Salmon,Pasta
Sizzle Butter Salmon with Raita Rice,https://www.mob.co.uk/recipes/sizzle-butter-salmon,Mob,88.0,Entree,Asian,4.8 (33 ratings),Curry butter,,,,,,,1,,,,1,Replace butter with olive oil.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Salmon,Rice Dish
Air Fryer Salmon Tacos with Mango Chipotle Glaze,https://www.mob.co.uk/recipes/salmon-tacos,Mob,88.0,Entree,Latin/South American,4.8 (70 ratings),20-minute recipe,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Tacos/Wraps
Steak Tacos with Burnt Tomato Salsa,https://www.mob.co.uk/recipes/steak-tacos-with-burnt-tomato-salsa,Mob,88.0,Entree,Latin/South American,4.6 (17 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Tacos/Wraps
Teriyaki Beef Tacos,https://www.mob.co.uk/recipes/teriyaki-beef-tacos,Mob,88.0,Entree,Asian,4.5 (15 ratings),Fusion dish,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Tacos/Wraps
Tacos de Carne Asada,https://www.mob.co.uk/recipes/juicy-steak-tacos,Mob,88.0,Entree,Latin/South American,4.5 (15 ratings),"Classic toppings, refried beans",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Tacos/Wraps
Drunken Noodles,https://www.mob.co.uk/recipes/drunken-noodles,Mob,88.0,Entree,Asian,4.6 (76 ratings),Thai-inspired,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,1,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Pasta,Noodles
Curry Fried Chicken,https://www.mob.co.uk/recipes/curry-fried-chicken,Mob,88.0,Entree,Asian,3.2 (27 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
"Baked Salmon in Foil with Garlic, Rosemary and Thyme",https://www.paleorunningmomma.com/baked-salmon-in-foil-garlic-rosemary-thyme-whole30/,Paleo Running Momma,86.0,Entree,American,4.57 (206 ratings),"Whole30, Keto",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Salmon,Roasted/Baked
Ground Beef Stir Fry,https://www.paleorunningmomma.com/ground-beef-stir-fry-paleo-whole30/,Paleo Running Momma,86.0,Entree,Asian,4.66 (87 ratings),"Paleo, Whole30; 20-min",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Stir-Fry
Tuscan Garlic Salmon,https://www.paleorunningmomma.com/tuscan-garlic-salmon-whole30-paleo/,Paleo Running Momma,86.0,Entree,Italian,4.66 (72 ratings),"Whole30, Paleo, dairy-free cream sauce",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Garlic Butter Salmon and Veggies,https://www.paleorunningmomma.com/garlic-butter-salmon-and-veggies-whole30/,Paleo Running Momma,86.0,Entree,American,4.72 (32 ratings),"Whole30, one-pan",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
One Skillet Greek Salmon,https://www.paleorunningmomma.com/one-skillet-greek-salmon-paleo-whole30/,Paleo Running Momma,86.0,Entree,Mediterranean,5.0 (3 ratings),"Paleo, Whole30",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Honey Garlic Salmon,https://www.paleorunningmomma.com/honey-garlic-salmon-paleo/,Paleo Running Momma,86.0,Entree,Asian,4.68 (56 ratings),20-min; serve over cauliflower rice,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Paleo Beef Stew,https://www.paleorunningmomma.com/paleo-beef-stew-whole30-low-carb/,Paleo Running Momma,86.0,Entree,American,4.65 (101 ratings),"Whole30, low-carb",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Beef,Soup/Stew
Paleo Pork Tenderloin with Teriyaki Sauce,https://www.paleorunningmomma.com/paleo-pork-tenderloin-teriyaki-whole30/,Paleo Running Momma,86.0,Entree,Asian,4.68 (87 ratings),"Whole30, 30-min",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Turkey Sausage Spaghetti Squash Boats,https://www.paleorunningmomma.com/spaghetti-squash-boats-turkey-sausage-paleo-whole30/,Paleo Running Momma,86.0,Entree,American,4.78 (9 ratings),"Paleo, Whole30, low-carb",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Turkey,Pasta
Creamy Tuscan Chicken,https://www.paleorunningmomma.com/creamy-tuscan-chicken-paleo-whole30-keto/,Paleo Running Momma,86.0,Entree,Italian,4.58 (1199 ratings),"Paleo, Whole30, Keto; dairy-free cream sauce",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Chicken,Entree
Chicken Stir Fry with Veggies and Garlic Sauce,https://www.paleorunningmomma.com/chicken-stir-fry-garlic-sauce-paleo-whole30/,Paleo Running Momma,86.0,Entree,Asian,4.66 (66 ratings),"Paleo, Whole30",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Stir-Fry
Easy Paleo Low FODMAP Meatloaf,https://www.paleorunningmomma.com/easy-paleo-low-fodmap-meatloaf/,Paleo Running Momma,86.0,Entree,American,4.44 (71 ratings),"Allium-free, gluten-free, Whole30",0,0,,0,0,,1,0,,1,0,,0,0,,1,0,,0,0,,0,0,,Beef,Entree
Easy Paleo Turkey Meatballs with Apples and Herbs,https://www.paleorunningmomma.com/paleo-turkey-meatballs-apples-herbs/,Paleo Running Momma,86.0,Entree,American,4.7 (10 ratings),"Whole30, 20-min one-pan",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Turkey,One-Pan
Paleo Chipotle Turkey Meatloaf,https://www.paleorunningmomma.com/paleo-chipotle-turkey-meatloaf-whole30/,Paleo Running Momma,86.0,Entree,American,4.43 (33 ratings),"Whole30, chipotle ketchup",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Turkey,Entree
Chicken Parmesan Pasta,https://www.thecookierookie.com/chicken-parmesan-pasta-skillet/,The Cookie Rookie,86.0,Entree,Italian,4.89 (70 ratings),"One-pan, 30-min",,,,,,,,,,,,,,,,1,,,,,,,,,Chicken,Pasta
Chicken Fajita Pasta,https://www.thecookierookie.com/chicken-fajita-pasta/,The Cookie Rookie,86.0,Entree,Latin/South American,4.79 (14 ratings),"Creamy, cheesy",,,,,,,,,,,1,Use full-fat coconut cream instead of heavy cream. Use a dairy-free sour cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Pasta
Bruschetta Chicken Pasta,https://www.thecookierookie.com/bruschetta-chicken-pasta/,The Cookie Rookie,86.0,Entree,Italian,5.0 (3 ratings),"Fresh tomatoes, basil, garlic",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Beef Bolognese,https://www.thecookierookie.com/easy-beef-bolognese-recipe/,The Cookie Rookie,86.0,Entree,Italian,4.37 (60 ratings),Classic meat sauce,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Beef Ragu,https://www.thecookierookie.com/beef-ragu/,The Cookie Rookie,86.0,Entree,Italian,4.89 (18 ratings),Slow-cooked beef chuck in red wine sauce,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Soup/Stew
Beef Stir Fry,https://www.thecookierookie.com/beef-stir-fry/,The Cookie Rookie,86.0,Entree,Asian,4.63 (29 ratings),"One-pan, from-scratch sauce",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Stir-Fry
Filet Mignon,https://www.thecookierookie.com/filet-mignon/,The Cookie Rookie,86.0,Entree,American,5.0 (1 rating),Foolproof technique,,,,,,,1,,,,1,Replace butter with olive oil.,,,,,1,Replace garlic with garlic-infused oil.,,,,1,,,Beef,Entree
Chicken Fried Steak with Gravy,https://www.thecookierookie.com/chicken-fried-steak-with-gravy/,The Cookie Rookie,86.0,Entree,American,4.67 (59 ratings),Southern comfort classic,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Seared/Fried
Beer Battered Fish Tacos,https://www.thecookierookie.com/beer-battered-fish-tacos/,The Cookie Rookie,86.0,Entree,American,3.8 (21 ratings),Baja-style,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Fish,Tacos/Wraps
Creamy Chicken Spaghetti,https://www.thecookierookie.com/creamy-chicken-spaghetti/,The Cookie Rookie,86.0,Entree,American,4.47 (117 ratings),Baked casserole,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Marry Me Chicken Pasta,https://www.thegoodbite.co.uk/recipes/marry-me-chicken-pasta/,The Good Bite,86.0,Entree,Italian,NR,One-pan; cross-protein swap potential,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Creamy Chipotle Chicken Pasta,https://www.thegoodbite.co.uk/recipes/creamy-chipotle-chicken-pasta/,The Good Bite,86.0,Entree,American,4.5 (40 ratings),High protein; meal prep friendly,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Creamy Harissa Chicken Pasta,https://www.thegoodbite.co.uk/recipes/creamy-harrisa-chicken-pasta/,The Good Bite,86.0,Entree,Middle Eastern,NR,"Harissa, mascarpone",0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Creamy Cajun Chicken Pasta,https://www.thegoodbite.co.uk/recipes/creamy-cajun-chicken-pasta-2/,The Good Bite,86.0,Entree,American,NR,,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Beef & Sweet Red Pepper Rigatoni Bake,https://www.thegoodbite.co.uk/recipes/beef-sweet-red-pepper-rigatoni-bake/,The Good Bite,86.0,Entree,Italian,4.9 (11 ratings),Baked pasta,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Pasta
Peanut Chilli Beef Noodles,https://www.thegoodbite.co.uk/recipes/peanut-chilli-beef-noodles/,The Good Bite,86.0,Entree,Asian,NR,,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Noodles
Crispy Chilli Beef Noodles,https://www.thegoodbite.co.uk/recipes/crispy-chilli-beef-noodles/,The Good Bite,86.0,Entree,Asian,4.1 (28 ratings),Meal prep version available,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Noodles
Peanut Chicken Rice Bake,https://www.thegoodbite.co.uk/recipes/peanut-chicken-rice-bake/,The Good Bite,86.0,Entree,Asian,NR,"Peanut sauce, coconut milk",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Rice Dish
Shawarma Chicken Rice Bake,https://www.thegoodbite.co.uk/recipes/shawarma-chicken-rice-bake/,The Good Bite,86.0,Entree,Middle Eastern,NR,"Fluffy yellow rice, garlic sauce",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Rice Dish
Satay Chicken Rice Bake,https://www.thegoodbite.co.uk/recipes/satay-chicken-rice-bake/,The Good Bite,86.0,Entree,Asian,4.2 (1 rating),"30-min, high protein",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Rice Dish
Coconut Chicken Curry,https://www.thegoodbite.co.uk/recipes/coconut-chicken-curry/,The Good Bite,86.0,Entree,Asian,NR,"Pan-seared chicken, aromatic coconut curry sauce",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Classic Beef Stew with Creamy Cheesy Mash,https://www.thegoodbite.co.uk/recipes/classic-beef-stew-and-creamy-cheesy-mash/,The Good Bite,86.0,Entree,American,NR,,0,0,,0,0,,1,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Beef,Soup/Stew
Easy Thai Red Noodles,https://www.thegoodbite.co.uk/recipes/easy-thai-red-noodles/,The Good Bite,86.0,Entree,Asian,NR,"Shredded chicken, 20-min",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Noodles
Whole Roasted Fish with Citrus & Herbs,https://eye-swoon.com/blogs/recipes/whole-roasted-fish-with-citrus-herbs,Eye Swoon,85.0,Entree,Mediterranean,3.2 (41 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Fish,Roasted/Baked
"Grilled White Fish With a Tomato, Corn, and Basil Salad",https://eye-swoon.com/recipes/grilled-summer-fish,Eye Swoon,85.0,Entree,American,NR,Summer recipe,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Fish,Salad
Paccheri With Pork Shoulder Ragú and Creamy Goat Cheese,https://eye-swoon.com/blogs/eyeswoon-unplugged/paccheri-with-pork-shoulder-ragu-and-creamy-goat-cheese,Eye Swoon,85.0,Entree,Italian,NR,Slow-cooked pork shoulder,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Pork,Entree
Pork Shoulder Ragu,https://eye-swoon.com/blogs/eyeswoon-unplugged/eyeswoon-unplugged-pork-shoulder-ragu,Eye Swoon,85.0,Entree,Italian,NR,,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Soup/Stew
Simple Creamy Salmon Pasta,https://justinesnacks.com/simple-creamy-salmon-pasta/,Justine Snacks,85.0,Entree,Italian,4.0 (2 ratings),"20-min; garlic, lemon cream sauce",,,,,,,,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Salmon,Pasta
Four Ingredient Salmon Nuggets,https://justinesnacks.com/four-ingredient-salmon-nuggets/,Justine Snacks,85.0,Entree,American,5.0 (3 ratings),"Gluten-free, meal prep",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Citrus Salmon,https://justinesnacks.com/citrus-salmon/,Justine Snacks,85.0,Entree,Mediterranean,NR,Slow-roasted; under 20 min,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Garlic Scape Curry (Curried Salmon),https://justinesnacks.com/garlic-scape-curry/,Justine Snacks,85.0,Entree,Asian,5.0 (1 rating),"Quick, healthy; cross-protein swap potential",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Soup/Stew
Tofu Cutlets with Avocado & Citrus Sprout Salad,https://justinesnacks.com/tofu-cutlets-with-avocado-citrus-sprout-salad/,Justine Snacks,85.0,Entree,American,5.0 (1 rating),Vegetarian,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Salad
Crispy Tofu Cutlet with Cabbage Slaw,https://justinesnacks.com/crispy-tofu-cutlet-with-cabbage-slaw/,Justine Snacks,85.0,Entree,Asian,5.0 (2 ratings),Vegetarian,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Seared/Fried
Chipotle Red Pepper Tofu,https://justinesnacks.com/chipotle-red-pepper-tofu/,Justine Snacks,85.0,Entree,American,5.0 (1 rating),Vegetarian,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Entree
Oven-Baked Salmon Meal Prep,https://healthyfitnessmeals.com/oven-baked-salmon/,Healthy Fitness Meals,85.0,Entree,American,5.0 (5 ratings),Meal prep friendly,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Sheet Pan Baked Chicken Breast with Veggies,https://healthyfitnessmeals.com/sheet-pan-chicken-recipe/,Healthy Fitness Meals,85.0,Entree,American,4.99 (58 ratings),Meal prep friendly,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Salmon Florentine,https://healthyfitnessmeals.com/easy-salmon-florentine/,Healthy Fitness Meals,85.0,Entree,Italian,4.64 (30 ratings),"Butter, cream, spinach sauce",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Cilantro Lime Grilled Salmon,https://healthyfitnessmeals.com/grilled-salmon-recipe/,Healthy Fitness Meals,85.0,Entree,Latin/South American,5.0 (2 ratings),Low-carb,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,1,0,,Salmon,Grilled
Creamy Salmon Pasta,https://healthyfitnessmeals.com/creamy-salmon-pasta/,Healthy Fitness Meals,85.0,Entree,Italian,5.0 (54 ratings),30-min,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Pasta
Creamy Salmon and Potato Skillet,https://healthyfitnessmeals.com/creamy-salmon-and-potato-skillet/,Healthy Fitness Meals,85.0,Entree,American,5.0 (3 ratings),One-pot,0,0,,0,0,,1,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Bang Bang Salmon,https://healthyfitnessmeals.com/bang-bang-salmon/,Healthy Fitness Meals,85.0,Entree,Asian,5.0 (2 ratings),15-min,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Pan Seared Southwestern Salmon,https://healthyfitnessmeals.com/pan-seared-salmon/,Healthy Fitness Meals,85.0,Entree,American,5.0 (3 ratings),Black bean corn salsa,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Seared/Fried
Easy Teriyaki Shrimp,https://healthyfitnessmeals.com/easy-teriyaki-shrimp/,Healthy Fitness Meals,85.0,Entree,Asian,5.0 (1 rating),20-min,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Entree
Cajun Shrimp and Sausage Skillet,https://healthyfitnessmeals.com/cajun-shrimp-sausage-skillet/,Healthy Fitness Meals,85.0,Entree,American,4.82 (11 ratings),"One-pan, 20-min",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,One-Pan
Cajun Shrimp Pasta,https://healthyfitnessmeals.com/cajun-shrimp-pasta/,Healthy Fitness Meals,85.0,Entree,American,5.0 (5 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Pasta
Ground Turkey Stir Fry,https://healthyfitnessmeals.com/ground-turkey-stir-fry/,Healthy Fitness Meals,85.0,Entree,Asian,5.0 (2 ratings),30-min,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Turkey,Stir-Fry
Teriyaki Chicken Stir Fry,https://healthyfitnessmeals.com/teriyaki-chicken-stir-fry/,Healthy Fitness Meals,85.0,Entree,Asian,4.94 (30 ratings),,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Stir-Fry
Chicken Enchilada Casserole,https://justdeliciousfood.com/irresistible-chicken-enchilada-casserole-recipe-to-delight/,Just Delicious Food,85.0,Entree,Latin/South American,NR,"Shredded chicken, black beans",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
Smothered Chicken,https://justdeliciousfood.com/irresistible-quality-smothered-chicken-recipe-for-comfort/,Just Delicious Food,85.0,Entree,American,NR,"Bone-in chicken thighs, savory sauce",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Chipotle Chicken,https://justdeliciousfood.com/irresistible-chipotle-chicken-recipe-for-flavor-lovers/,Just Delicious Food,85.0,Entree,American,NR,Adobo marinade,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Easy Miso Lemon Salmon,https://www.acozykitchen.com/easy-broiled-miso-lemon-salmon,A Cozy Kitchen,97.0,Entree,Asian,5 (1 rating),,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Grilled Salmon with Acorn Squash and Herbed Butter,https://www.acozykitchen.com/grilled-salmon,A Cozy Kitchen,97.0,Entree,American,5 (1 rating),,0,0,,0,0,,1,0,,0,1,Sub butter → olive or coconut oil for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Grilled
Steak Gyros,https://www.acozykitchen.com/grilled-grass-fed-steak-gyros,A Cozy Kitchen,97.0,Entree,Mediterranean,5 (2 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Tacos/Wraps
Cozy Beef Stew,https://www.acozykitchen.com/cozy-beef-autumnal-stew,A Cozy Kitchen,97.0,Entree,American,5 (8 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Soup/Stew
Steak Salad with Creamy Chimichurri Dressing,https://www.acozykitchen.com/steak-salad-with-creamy-chimichurri-dressing,A Cozy Kitchen,97.0,Entree,American,5 (1 rating),,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Beef,Salad
Beef Birria,https://www.acozykitchen.com/birria,A Cozy Kitchen,97.0,Entree,Mexican,4.84 (6 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Bang Bang Shrimp,https://www.acozykitchen.com/bang-bang-shrimp,A Cozy Kitchen,97.0,Entree,American,NR,,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Entree
Ginger Shrimp Stir-Fry with Garlic Bok Choy,https://www.acozykitchen.com/green-onion-shrimp-stir-fry,A Cozy Kitchen,97.0,Entree,Asian,4.76 (29 ratings),,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Seafood,Stir-Fry
Panko Crusted Salmon with Creamy Dill Sauce,https://dishingouthealth.com/panko-crusted-salmon/,Dishing Out Health,95.0,Entree,American,5 (1 rating),,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Honey-Chipotle Salmon Tacos,https://dishingouthealth.com/honey-chipotle-salmon-tacos/,Dishing Out Health,95.0,Entree,Mexican,5 (2 ratings),,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Tacos/Wraps
Spinach Artichoke Salmon Skillet,https://dishingouthealth.com/spinach-artichoke-salmon-skillet/,Dishing Out Health,95.0,Entree,American,5 (11 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Salmon and Lentil Salad,https://dishingouthealth.com/salmon-and-lentil-salad/,Dishing Out Health,95.0,Entree,Mediterranean,5 (9 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Salad
Easy Chicken Sausage and Cabbage Skillet,https://dishingouthealth.com/sausage-and-cabbage-skillet/,Dishing Out Health,95.0,Entree,American,5 (2 ratings),,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
